seed,アリの解，アリを無し，無しの解，無しをアリ
0,14.856999999999957,87.1120000000002,93.94200000000015,15.850999999999972
0,42.67499999999991,176.59799999999956,152.26399999999964,22.370000000000022
0,101.31399999999984,230.38799999999975,217.88000000000025,64.86299999999994
0,109.76099999999973,233.71399999999997,222.47100000000003,72.86299999999981
0,146.42500000000007,253.46599999999992,226.1030000000002,79.11699999999993
0,150.00100000000006,254.51799999999972,239.03500000000014,106.37599999999988
1,27.92699999999995,97.35299999999968,85.56800000000031,22.769000000000013
1,43.35700000000001,155.1320000000001,143.06499999999994,40.314000000000135
1,152.10800000000006,247.73200000000006,187.49100000000013,56.95700000000008
1,162.41100000000014,249.02599999999995,204.20099999999985,75.47500000000005
1,195.4749999999999,259.2650000000001,219.27600000000004,85.98700000000017
1,201.2909999999999,259.45699999999977,237.22199999999998,111.83099999999989
2,21.405999999999935,93.07299999999987,94.99500000000023,15.988999999999958
2,37.27800000000006,180.8239999999998,179.3549999999999,33.254000000000005
2,131.8540000000001,260.52699999999965,216.14499999999978,52.62000000000005
2,136.97100000000017,262.40199999999925,233.7319999999996,64.44699999999989
2,156.6999999999999,263.66799999999955,243.14399999999983,70.08299999999998
2,166.709,267.9199999999996,249.0239999999997,80.53900000000006
3,24.38200000000002,98.52600000000005,93.07999999999998,22.798000000000012
3,47.945000000000014,178.67999999999995,147.67300000000014,38.897000000000055
3,148.26599999999985,240.10700000000017,177.907,53.76300000000001
3,155.37599999999983,242.61899999999974,204.26600000000005,71.9849999999999
3,187.51900000000003,250.84199999999998,244.78900000000024,162.93400000000014
3,190.86299999999994,253.48499999999984,247.29999999999995,166.8249999999999
4,19.799,91.60900000000008,93.51600000000012,17.276999999999973
4,56.22100000000004,199.18699999999967,144.09900000000013,29.030000000000058
4,80.98400000000008,219.3630000000002,186.80499999999986,41.03400000000003
4,87.87399999999984,220.18599999999984,198.2140000000001,54.105
4,133.5210000000001,247.97799999999998,217.03100000000003,59.22199999999997
4,142.292,248.96599999999984,248.34300000000005,108.5319999999998
5,20.05400000000001,90.22600000000008,95.74700000000004,18.067000000000014
5,51.60900000000001,185.77800000000002,153.38600000000008,30.798999999999978

