0,,1,2,6,8,15,18,20,37,48
0.1,,1,2,6,8,15,18,20,37,48
0.2,,1,2,6,8,15,18,20,37,48
0.3,,1,2,6,8,15,18,20,37,48
0.4,,2,6,8,15,18,20,37,48
0.5,,1,2,15,18,37,48
0.6,,1,15,18,37,48
0.7,,1,15,18,37,48
0.8,,1,18,37,48
0.9,,1,18,37,48
1,,1,12,18,48
