K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos
1-2-37,1-37-2,10.26766,10.26819,10.26777,10.26930,0.00000,-0.00123
1-18-8,1-15-20,10.93049,9.73755,8.15747,12.50789,1.00000,0.00269
1-8-2,1-48-15,9.54705,10.44791,8.15553,11.83802,1.00000,0.00142
1-8-2,1-2-6,9.54246,9.54234,9.26647,9.82032,0.00000,-0.00199
1-15-8,1-15-6,9.69948,9.70195,9.42628,9.97495,1.00000,0.00020
1-18-8,1-48-18,10.93352,11.67994,10.65348,11.95526,1.00000,0.00472
1-8-15,1-37-8,9.70019,9.43153,8.43418,10.69807,0.00000,-0.00053
1-8-20,1-48-18,8.73998,11.67879,8.15779,12.26228,0.00000,-0.00130
1-15-8,1-6-18,9.69927,10.93260,8.15754,12.47653,0.00000,-0.00220
1-8-18,1-37-8,10.93011,9.43135,8.43131,11.92758,1.00000,0.00257
1-15-6,1-2-15,9.69961,10.53652,9.42487,10.81491,0.00000,-0.00366
1-6-8,1-15-48,8.70631,10.44875,8.15401,11.00122,0.00000,-0.00017
1-20-8,1-20-8,8.74037,8.74184,8.74245,8.73975,1.00000,0.00002
1-48-2,1-18-20,10.29181,10.96525,8.15373,13.10469,0.00000,-0.00135
1-18-8,1-18-6,10.93250,10.93009,10.65692,11.20544,1.00000,0.00022
1-2-48,1-37-15,10.29284,10.42453,8.15493,12.56458,0.00000,-0.00214
1-20-2,1-37-15,9.57721,10.42405,8.15693,11.84811,0.00000,-0.00378
1-8-15,1-18-2,9.69861,11.76643,8.15764,13.31366,0.00000,-0.00626
1-18-15,1-48-8,11.92536,9.45553,8.15470,13.22879,0.00000,-0.00260
1-15-20,1-6-48,9.73324,9.45648,8.15601,11.03628,0.00000,-0.00258
1-48-2,1-6-15,10.29436,9.70013,8.15394,11.83754,1.00000,0.00301
1-8-37,1-6-37,9.42892,9.42996,9.15668,9.70551,0.00000,-0.00331
1-48-37,1-48-6,10.17749,9.45594,9.18132,10.45501,0.00000,-0.00289
1-15-48,1-48-15,10.44980,10.44897,10.44998,10.45162,0.00000,-0.00283
1-18-6,1-2-20,10.93000,9.57575,8.15744,12.35382,0.00000,-0.00552
1-20-2,1-15-48,9.57750,10.44927,8.15723,11.87026,0.00000,-0.00072
1-8-15,1-18-8,9.69977,10.92862,8.43208,12.19927,0.00000,-0.00296
1-6-18,1-20-15,10.93062,9.73501,8.15758,12.50645,1.00000,0.00160
1-2-8,1-15-18,9.54274,11.92726,8.15955,13.31433,0.00000,-0.00388
1-20-37,1-6-37,9.46577,9.42979,9.15689,9.74042,0.00000,-0.00175
1-48-20,1-48-8,9.49144,9.45344,9.18147,9.76329,1.00000,0.00012
1-8-6,1-48-15,8.70636,10.45068,8.15400,11.00264,1.00000,0.00040
1-15-20,1-18-48,9.73541,11.68019,8.15605,13.26261,0.00000,-0.00307
1-2-15,1-18-6,10.53577,10.93276,8.15497,13.31429,0.00000,-0.00073
1-6-8,1-37-6,8.70495,9.43345,8.43048,9.70664,1.00000,0.00129
1-20-2,1-8-6,9.57942,8.70545,8.15463,10.12503,1.00000,0.00522
1-18-37,1-18-8,11.65175,10.93577,10.65544,11.93025,1.00000,0.00183
1-18-8,1-6-48,10.92962,9.45596,8.15487,12.23312,0.00000,-0.00241
1-18-15,1-2-18,11.92493,11.76601,10.65414,13.03630,1.00000,0.00050
1-18-6,1-48-20,10.93033,9.48875,8.15561,12.26494,0.00000,-0.00148
1-18-48,1-20-6,11.68009,8.74124,8.15441,12.26781,0.00000,-0.00089
1-2-15,1-2-20,10.53755,9.57854,9.26674,10.84729,1.00000,0.00205
1-15-20,1-48-20,9.73453,9.48464,8.46662,10.75913,0.00000,-0.00657
1-20-37,1-18-6,9.46744,10.92963,8.15823,12.24269,0.00000,-0.00385
1-6-15,1-15-6,9.69845,9.70168,9.70100,9.70173,0.00000,-0.00261
1-15-48,1-37-15,10.44849,10.42148,9.42602,11.44890,0.00000,-0.00495
1-2-15,1-8-15,10.53520,9.69675,9.42615,10.81261,0.00000,-0.00681
