46,741,80.25799999999995,16.003000000000007
46,796,85.28099999999985,10.96999999999991
46,776,85.29599999999998,11.427999999999907
46,788,87.28499999999981,9.14199999999996
46,802,84.67899999999989,11.609999999999905
46,746,87.39300000000007,9.050999999999984
46,768,85.85699999999989,10.29999999999991
46,695,82.50399999999996,13.64899999999994
46,757,81.80899999999993,15.47599999999997
46,758,89.44200000000001,7.97300000000001
46,750,82.6499999999998,13.577999999999928
46,741,84.40799999999992,11.493999999999929
46,709,83.55499999999998,13.97899999999993
46,725,82.96399999999994,12.159999999999904
46,781,85.30999999999997,11.308999999999909
46,834,83.60599999999985,12.074999999999914
46,802,84.05099999999999,11.464999999999923
46,701,84.78299999999994,11.997999999999905
46,613,82.73599999999985,14.18599999999996
46,874,84.89199999999992,11.699999999999898
46,742,85.74499999999996,11.2499999999999
46,738,81.68799999999986,15.605999999999977
46,753,83.84099999999988,12.994999999999942
46,779,83.23699999999992,13.029999999999934
46,797,86.66099999999979,10.824999999999923
46,810,84.89099999999985,11.412999999999915
46,842,85.17099999999984,11.13899999999991
46,813,85.85399999999986,10.63099999999992
46,686,82.28399999999974,14.439999999999973
46,665,86.93899999999984,10.018999999999924
46,787,85.3599999999999,10.638999999999907
46,745,86.09399999999988,11.827999999999914
46,663,83.13599999999971,13.311999999999914
46,789,83.10099999999979,12.7759999999999
46,762,85.83399999999985,11.547999999999913
46,766,81.36799999999982,15.278999999999986
46,814,84.39799999999985,11.53499999999992
46,722,85.68199999999992,9.767999999999939
46,771,83.71899999999972,12.475999999999903
46,770,87.47200000000007,9.057999999999968
46,782,84.41299999999981,13.25399999999992
46,777,85.57899999999992,10.64099999999991
46,847,85.21899999999978,9.961999999999929
46,697,81.2559999999999,16.051999999999985
46,810,83.88699999999987,12.700999999999913
46,772,83.01299999999988,13.379999999999935
46,731,85.51899999999975,11.624999999999918
46,682,84.81299999999986,13.139999999999919
46,778,83.18399999999984,12.340999999999932
46,701,83.06099999999984,14.372999999999962
46,821,86.97899999999994,9.86499999999994
46,722,83.77999999999993,12.821999999999916
46,616,84.31099999999984,12.105999999999915
46,739,86.318,10.728999999999902
46,751,83.06199999999984,14.196999999999958
46,820,84.78599999999993,11.880999999999888
46,744,84.14099999999988,11.452999999999905
46,646,84.6940000000001,11.067999999999918
46,680,85.53499999999998,11.711999999999898
46,774,83.55499999999978,12.4279999999999
46,784,86.58099999999988,10.444999999999922
46,668,84.26899999999978,13.897999999999955
46,682,90.27700000000011,7.393999999999976
46,764,85.43899999999988,11.07499999999991
46,779,85.84899999999983,11.572999999999908
46,726,83.13999999999982,13.981999999999978
46,755,84.94799999999994,12.813999999999899
46,769,84.515,12.211999999999914
46,796,85.75199999999992,12.042999999999905
46,751,86.81199999999988,10.408999999999914
46,714,85.34199999999979,11.903999999999929
46,731,87.18900000000005,8.497999999999974
46,774,84.2879999999999,11.53999999999991
46,806,85.83099999999973,10.846999999999902
46,788,91.25899999999987,5.421999999999948
46,680,84.21899999999985,13.757999999999935
46,786,84.50099999999995,11.758999999999926
46,658,82.8049999999999,15.047999999999975
46,655,85.67099999999976,11.853999999999905
46,689,80.92699999999978,15.196999999999976
46,720,82.72999999999992,14.013999999999948
46,735,88.68599999999977,7.97100000000002
46,736,85.08499999999997,12.14099999999993
46,724,84.86799999999982,12.36599999999991
46,727,85.7479999999998,11.262999999999913
46,741,86.53599999999996,9.87799999999993
46,798,83.49799999999996,13.861999999999954
46,745,86.65799999999987,10.78499999999992
46,728,85.62499999999982,12.619999999999898
46,837,86.34699999999977,11.013999999999923
46,696,81.9429999999998,13.521999999999943
46,653,87.53699999999989,9.080999999999975
46,735,81.95699999999981,13.317999999999918
46,708,83.94399999999986,12.185999999999915
46,651,83.1309999999998,14.291999999999968
46,719,83.868,12.684999999999906
46,649,83.56999999999998,13.88499999999994
46,690,84.59300000000002,12.888999999999939
46,759,85.05099999999976,12.180999999999921
46,770,85.65899999999996,11.480999999999913
