6,72,15.850000
6,123,24.360000
6,86,16.140000
6,63,9.130000
6,273,146.450000
6,100,13.970000
6,178,49.960000
6,245,91.860000
6,93,14.420000
6,85,8.580000
6,158,35.800000
6,115,24.280000
6,270,120.660000
6,124,21.750000
6,184,55.360000
6,221,70.900000
6,234,86.120000
6,171,29.160000
6,229,68.970000
6,92,12.340000
6,229,69.680000
6,88,18.620000
6,152,30.010000
6,185,51.320000
6,51,1.120000
6,256,113.520000
6,252,100.480000
6,117,34.650000
6,259,116.420000
6,51,4.410000
6,210,59.740000
6,167,42.600000
6,132,33.510000
6,104,13.020000
6,227,78.490000
6,107,17.630000
6,173,32.300000
6,103,10.690000
6,179,38.890000
6,246,91.860000
6,94,14.420000
6,86,8.580000
6,159,35.800000
6,116,24.280000
6,271,120.660000
6,125,21.750000
6,185,55.360000
6,222,70.900000
6,235,86.120000
6,172,29.160000
6,230,68.970000
6,93,12.340000
6,230,69.680000
6,89,18.620000
6,153,30.010000
6,186,51.320000
6,52,1.120000
6,257,113.520000
6,253,100.480000
6,118,34.650000
6,260,116.420000
6,52,4.410000
6,316,59.740000
6,273,42.600000
6,238,33.510000
6,210,13.020000
6,333,78.490000
6,213,17.630000
6,279,32.300000
6,209,10.690000
6,285,38.890000
6,352,91.860000
6,200,14.420000
6,192,8.580000
6,265,35.800000
6,222,24.280000
6,377,120.660000
6,231,21.750000
6,291,55.360000
6,328,70.900000
6,341,86.120000
6,278,29.160000
6,336,68.970000
6,199,12.340000
6,336,69.680000
6,195,18.620000
6,259,30.010000
6,292,51.320000
6,158,1.120000
6,363,113.520000
6,359,100.480000
6,224,34.650000
6,366,116.420000
6,158,4.410000
6,333,59.740000
6,290,42.600000
6,255,33.510000
6,227,13.020000
6,350,78.490000
6,230,17.630000
6,296,32.300000
6,226,10.690000
6,302,38.890000
6,369,91.860000
6,217,14.420000
6,209,8.580000
6,282,35.800000
6,239,24.280000
6,394,120.660000
6,248,21.750000
6,308,55.360000
6,345,70.900000
6,358,86.120000
6,295,29.160000
6,353,68.970000
6,216,12.340000
6,353,69.680000
6,212,18.620000
6,276,30.010000
6,309,51.320000
6,175,1.120000
6,380,113.520000
6,376,100.480000
6,241,34.650000
6,383,116.420000
6,175,4.410000
6,392,59.740000
6,349,42.600000
6,314,33.510000
6,286,13.020000
6,409,78.490000
6,289,17.630000
6,355,32.300000
6,285,10.690000
6,361,38.890000
6,428,91.860000
6,276,14.420000
6,268,8.580000
6,341,35.800000
6,298,24.280000
6,453,120.660000
6,307,21.750000
6,367,55.360000
6,404,70.900000
6,417,86.120000
6,354,29.160000
6,412,68.970000
6,275,12.340000
6,412,69.680000
6,271,18.620000
6,335,30.010000
6,368,51.320000
6,234,1.120000
6,439,113.520000
6,435,100.480000
6,300,34.650000
6,442,116.420000
6,234,4.410000
6,239,59.740000
6,196,42.600000
6,161,33.510000
6,133,13.020000
6,256,78.490000
6,136,17.630000
6,202,32.300000
6,132,10.690000
6,208,38.890000
6,275,91.860000
6,123,14.420000
6,115,8.580000
6,188,35.800000
6,145,24.280000
6,300,120.660000
6,154,21.750000
6,214,55.360000
6,251,70.900000
6,264,86.120000
6,201,29.160000
6,259,68.970000
6,122,12.340000
6,259,69.680000
6,118,18.620000
6,182,30.010000
6,215,51.320000
6,81,1.120000
6,286,113.520000
6,282,100.480000
6,147,34.650000
6,289,116.420000
6,81,4.410000
6,340,59.740000
6,297,42.600000
6,262,33.510000
6,234,13.020000
6,357,78.490000
6,237,17.630000
6,303,32.300000
6,233,10.690000
6,309,38.890000
6,376,91.860000
6,224,14.420000
6,216,8.580000
6,289,35.800000
6,246,24.280000
6,401,120.660000
6,255,21.750000
6,315,55.360000
6,352,70.900000
6,365,86.120000
6,302,29.160000
